,Unnamed: 0,count,hate_speech,offensive_language,neither,class,text,has_toxicity,clean_text
859,14629,3,1,0,2,2,RT @BadAdviceDog: when you look like trash and someone compliments you http://t.co/RRQzsYM4tY,0,rt when you look like trash and someone compliments you
860,17697,3,0,0,3,2,RT @ShmurdaGang: Free wop,0,rt free wop
861,17526,3,0,0,3,2,"RT @Roulettista: Mertesacker saying ""give him the ghetto fist"" is still goat",0,"rt mertesacker saying ""give him the ghetto fist"" is still goat"
862,7257,3,0,0,3,2,@snortcourt13 @TripleAAAYY1995 @c_allen21 @JBake0622 apes,0,apes
863,21948,3,0,1,2,2,The Bucs has 2 great uniforms and ruined them both for that trash smh,0,the bucs has 2 great uniforms and ruined them both for that trash smh
864,2271,3,0,0,3,2,2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,0,2 iubb games when im in bloomington btown how good is that?! ncaa basketball college indiana iu hoosiers
865,15901,3,0,3,0,1,RT @Httpjaebee: hoes Be going through depression when they dude in jail bc other females gettn told the same shit they all need to be there&#8230;,1,rt hoes be going through depression when they dude in jail bc other females gettn told the same shit they all need to be there8230
866,7012,3,0,0,3,2,"@pcrossvol there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker""",0,"there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker"""
867,14585,3,0,0,3,2,"RT @Avery_Ave23: &#8220;@iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",0,"rt 8220 when the trash bag is so full , you can barely tie it....128548128548 sttooopp!!128563128514128514128557128557"
868,16267,3,0,1,2,2,RT @JustReIatabIe: when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc,0,rt when you die on flappy bird 128514
869,14759,3,0,3,0,1,"RT @Blackman38Tide: @WhaleLookyHere Trying to cat fish me, like nuh uh bitch get in the back.",1,"rt trying to cat fish me, like nuh uh bitch get in the back."
870,21497,3,0,3,0,1,Some of these sex gifs are fucking retarded,1,some of these sex gifs are fucking retarded
871,5447,3,0,0,3,2,@_BradleyC skate 2 trash :(:( skate 3 had goat DLC,0,skate 2 trash skate 3 had goat dlc
872,24804,6,1,0,5,2,now time to find the monkey term scripts!,0,now time to find the monkey term scripts!
873,15909,3,0,3,0,1,RT @Humxnerror: we can't be cool if you gonna be a little bitch all the time,1,rt we can't be cool if you gonna be a little bitch all the time
874,23095,3,0,3,0,1,What restaurant drugs tests hahahaha that's fuckin trash,1,what restaurant drugs tests hahahaha that's fuckin trash
875,3374,6,1,5,0,1,@GorgeousCamry_ fight or nah dumb bitch &#128530;,1,fight or nah dumb bitch 128530
876,20967,3,0,0,3,2,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,0,rescue elephant calf 8216nunai8217 looking fuzzy at the international fund for animal welfare rehabilitati
877,23312,3,0,0,3,2,Whoever made these brownies and cookies belongs in heaven,0,whoever made these brownies and cookies belongs in heaven
878,22160,3,0,0,3,2,"There's gonna be a lot of trash talk today
#worldcup",0,there's gonna be a lot of trash talk today worldcup
879,2715,3,0,0,3,2,@Boobah_ they trash,0,they trash
880,25187,3,0,3,0,1,when the dude shoots his jiz in the bitches eye in silence of the lambs,1,when the dude shoots his jiz in the bitches eye in silence of the lambs
881,1631,3,0,3,0,1,&#8220;@Untouchable_T: Never seen so many perfect bitches til I made a Twitter &#128564; but &#128056;&#9749;&#65039;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;,1,8220 never seen so many perfect bitches til i made a twitter 128564 but 1280569749650398221128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175
882,22346,3,0,3,0,1,They say life is what you make it bitch but I'm just tryna make it .. Straight up,1,they say life is what you make it bitch but i'm just tryna make it .. straight up
883,12372,3,1,0,2,2,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.,0,jihadis are running a claim that the king of saudi arabia died two days ago. must be the bombs falling on em that r making em hallucinate.
884,13678,9,2,7,0,1,Niggas talk more than bitches these days,1,niggas talk more than bitches these days
885,24615,3,1,0,2,2,jacob u look like a monkey in dis http://t.co/rkaqn0GRQe,0,jacob u look like a monkey in dis
886,11541,3,0,1,2,2,I'm definitely watching that mook/ lux battle today damn it!!!,0,i'm definitely watching that mook lux battle today damn it!!!
887,18595,3,0,3,0,1,RT @YoungGizzle_: First thing I look at is what's on a bitch feet,1,rt first thing i look at is what's on a bitch feet
888,3346,3,0,0,3,2,"@GingerDemoness @RiotCast @weirdmedicine 
I wants to call bouts my vitaligro but I ain't sho if you a doctor fo da colored folk",0,i wants to call bouts my vitaligro but i ain't sho if you a doctor fo da colored folk
889,15698,3,0,3,0,1,RT @Georganaaa_: I asked dis bitch to get me water 10 mins ago where Dafuq is it,1,rt i asked dis bitch to get me water 10 mins ago where dafuq is it
890,63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",0,""" -simplyaddictedtoguys woof woof hot scally lad"
891,20434,3,0,3,0,1,"RT @seansteiger31: I don't gang bang ho, I jus gang bang these hoes &#128299;",1,"rt i don't gang bang ho, i jus gang bang these hoes 128299"
892,24510,3,0,2,1,1,i want a dyke clique,1,i want a dyke clique
893,22014,3,0,0,3,2,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.,0,the family of ron o'neal needs to sue wu-tang for that trash song they released in his name.
894,5589,3,0,3,0,1,@_theDarius bitch.,1,bitch.
895,3291,3,0,3,0,1,@FuckTheMallcops @theharris338 @MrMooncricket @BobbyBotsods @JimTalbot1963 @UncleUnco aids fuck? Smdh u punk bitch.,1,aids fuck? smdh u punk bitch.
896,18564,3,0,0,3,2,RT @Yankees: The @EmpireStateBldg shines its lights in #Yankees pinstripes in honor of Derek Jeter. #FarewellCaptain http://t.co/3fp2pg85MB,0,rt the shines its lights in yankees pinstripes in honor of derek jeter. farewellcaptain
897,16282,3,0,3,0,1,RT @KINGTUNCHI_: A bitch will say anything for attention !,1,rt a bitch will say anything for attention !
898,16654,3,0,3,0,1,RT @Lovablee_Tyy: Im a bitch when Im hungry !,1,rt im a bitch when im hungry !
899,22956,3,0,1,2,2,WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG,0,washpost describes charlie crist's bizarre obsession with fan between legs to stop sweat when askedanswering questions! dog
900,19402,3,0,3,0,1,RT @eternalhbic: if u got cotton mouth u can eat my pussy,1,rt if u got cotton mouth u can eat my pussy
901,3024,3,1,0,2,2,@DamianHuffaker you're from a trash can,0,you're from a trash can
902,1786,3,0,3,0,1,&#8220;@dominiloka: If you can't get pussy without lying to a girl you wack&#8221; don't hate. appreciate.,1,8220 if you can't get pussy without lying to a girl you wack8221 don't hate. appreciate.
903,16193,3,0,3,0,1,RT @JoeBudden: I only be looking like I&#8217;m fucking bitches&#8230; I don&#8217;t tho,1,rt i only be looking like i8217m fucking bitches8230 i don8217t tho
904,16203,6,0,6,0,1,"RT @JoeBudden: She&#8217;s not a hoe cuz she had sex before bro, lol",1,"rt she8217s not a hoe cuz she had sex before bro, lol"
905,539,3,0,3,0,1,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""",1,"""nah girl i ain't gon be able to make it, it's been tight since russ loss his job"" you in the back like ""damn bitch really"""
906,4080,3,0,3,0,1,@LovelyAumeri I thought you was talm bout the school wifi I was gon say all you had to do was ask a bitch &#128514;&#128557;,1,i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch 128514128557
907,3758,3,2,1,0,0,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,1,lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard
908,24337,3,1,2,0,1,fuckin twats. &#128150;&#127800; http://t.co/tBQjheV08b,1,fuckin twats. 128150127800
909,22026,3,1,2,0,1,The guys at LA fitness are such fags &#128514;&#128557;,1,the guys at la fitness are such fags 128514128557
910,15632,3,2,0,1,0,RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;,1,rt well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho8230
911,15684,3,0,3,0,1,RT @GabrielaAngela4: That hoe wanta 6/6.,1,rt that hoe wanta 66.
912,25258,3,0,3,0,1,yo bitch look like a boogawolf,1,yo bitch look like a boogawolf
913,15442,3,0,1,2,2,RT @EJ_RealTalk: &#8220;@SirRayCharles: Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;,0,rt 8220 mo claiborne is so trash8221i can't say it enough fam 128530
914,20185,3,3,0,0,0,RT @nick_pertile: Oh my goodness do I hate Chinese people. Fucking zipperheads,1,rt oh my goodness do i hate chinese people. fucking zipperheads
915,22390,3,1,2,0,1,This Uncle Tom mother fucking wants to invoke 3/5 a man in his speech? Dude you ain't white no matter how much... http://t.co/3yrcyC9ezc,1,this uncle tom mother fucking wants to invoke 35 a man in his speech? dude you ain't white no matter how much...
916,18477,3,0,0,3,2,"RT @WillMcAvoyACN: An ad for the Haitian charity ""Water Is Life"" mocks people who use #FirstWorldProblems hashtag through juxtaposition. ...",0,"rt an ad for the haitian charity ""water is life"" mocks people who use firstworldproblems hashtag through juxtaposition. ..."
917,19379,3,0,1,2,2,RT @elcinpoyrazlar: Two Jihadis Arguing Over Stolen M&amp;M's Will Make Your Day http://t.co/uFRcLDiovX @markham @vocativ http://t.co/zukwJ2ve2d,0,rt two jihadis arguing over stolen mampm's will make your day
918,15336,3,0,3,0,1,RT @Derekisom: Making this first day my bitch,1,rt making this first day my bitch
919,12121,3,0,0,3,2,"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",0,"inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. cameras are out. there is gasping."
920,6132,3,0,3,0,1,@felicity182 a pussy in ur mouth is a really good stress reliever doctors recommend,1,a pussy in ur mouth is a really good stress reliever doctors recommend
921,4232,3,0,0,3,2,"@MikeLuckas Oh, me, too! Pain meds just made my brain fuzzy and though Banjo Kazooie for a sec.",0,"oh, me, too! pain meds just made my brain fuzzy and though banjo kazooie for a sec."
922,8591,3,0,0,3,2,Can't stop eating graham crackers,0,can't stop eating graham crackers
923,10148,3,0,0,3,2,Home to chicken and penne Alfredo and Oreos and banjo,0,home to chicken and penne alfredo and oreos and banjo
924,4757,3,1,0,2,2,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I just noticed you guys called me a jiggaboo,0,i just noticed you guys called me a jiggaboo
925,23742,3,0,3,0,1,You bitches all got that one friend who wear the same fit to every other function and it don't even be that clean&#128514;,1,you bitches all got that one friend who wear the same fit to every other function and it don't even be that clean128514
926,13245,3,0,0,3,2,Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay,0,munching on ww crackers amp studying nycs trans syst. since nyc amp i haven't had a thing in over 15 yrs clubinsomnia vacay
927,14548,3,0,0,3,2,"RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;",0,"rt if you honk your horn .4 seconds after the light turns green, i will shut off my car, lay on the hood, and feed birds fo8230"
928,13361,3,0,3,0,1,"My god mother thinks im a stoner because she has someone watch my tweets lmfao, no ya boy clean as nikki minaj pussy",1,"my god mother thinks im a stoner because she has someone watch my tweets lmfao, no ya boy clean as nikki minaj pussy"
929,17524,3,0,3,0,1,RT @Ronesha__: When I feel like he entertaining these hoes I just fall back even harder than before &#128175;,1,rt when i feel like he entertaining these hoes i just fall back even harder than before 128175
930,20675,3,0,0,3,2,RT @trianglesoul: I wanna eat weed brownies but then I ask my self if I really wanna spend countless hours watching a documentary on sea tu&#8230;,0,rt i wanna eat weed brownies but then i ask my self if i really wanna spend countless hours watching a documentary on sea tu8230
931,2604,3,2,1,0,0,@BarackObama @MarchForInnov send them damn beaners back where they belong n the US aint it,1,send them damn beaners back where they belong n the us aint it
932,24918,3,0,0,3,2,she was telling me about this kid who's soles of his shoes are falling off. I am going to get him some shoes. hope his parents don't get mad,0,she was telling me about this kid who's soles of his shoes are falling off. i am going to get him some shoes. hope his parents don't get mad
933,3431,3,0,1,2,2,@HarleyyyQuinn_ trash,0,trash
934,7457,3,1,0,2,2,@vanessa32m honestly the performers on there red carpet were trash hahahaahahahaha,0,honestly the performers on there red carpet were trash hahahaahahahaha
935,16247,6,1,3,2,1,RT @Juicccyray: &#8220;@1stBlocJeremiah: Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;&#8221;RT&#128514;&#128553;&#128175;,1,rt 8220 broke hoes always wanna argue u ain't ate all day were u get that energy from 1285141285148221rt128514128553128175
936,1049,3,0,3,0,1,&#128540;&#128583;&#128582; I hate ya bitch ass,1,128540128583128582 i hate ya bitch ass
937,19781,3,0,3,0,1,"RT @jerseywolfgod: I don't want the pussy if it makes me want to pay your bills and not sleep my Sunday mornings away, don't ruin my life.",1,"rt i don't want the pussy if it makes me want to pay your bills and not sleep my sunday mornings away, don't ruin my life."
938,2262,3,0,1,2,2,1300 for the eggs sunny side nicca .. @EastsideDame,0,1300 for the eggs sunny side nicca ..
939,8100,3,0,0,3,2,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,0,ayyyyy i'm sipping on a free slurpee and seeing the front bottoms tonight. i'm a happy clam.
940,6825,3,0,3,0,1,@marshabitch don't start lil bitch,1,don't start lil bitch
941,2060,3,1,2,0,1,' Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas &#1040784;&#9996;&#65039; .,1,' beat the pussy up till its red like rosters and after i fuck i get to moovin like the hoovas 1040784999665039 .
942,7757,3,0,3,0,1,Aint no hoe in blood,1,aint no hoe in blood
943,8349,3,0,3,0,1,Bobby bitch&gt;Hot nigga,1,bobby bitchgthot nigga
944,17354,3,0,0,3,2,RT @PzFeed: Diplomatic trolling: Russian embassy mocks NATO's satellite pictures http://t.co/xklXbYxZbG,0,rt diplomatic trolling russian embassy mocks nato's satellite pictures
945,12468,3,0,0,3,2,Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.,0,just seen a pic comparison of lou holtz and he grandma off beverly hillbillies and i can't stop crying tears of unfathomable hilarity.
946,23523,3,0,3,0,1,Y'all know what I'm thankful for..... Ya bitch lmaoo my sister funny,1,y'all know what i'm thankful for..... ya bitch lmaoo my sister funny
947,16640,3,0,3,0,1,RT @LosBeOnIt: Anyone and everyone can have my ex. Fuck that hoe.,1,rt anyone and everyone can have my ex. fuck that hoe.
948,6814,3,0,0,3,2,@mandaxll2963 yellow is even better,0,yellow is even better
949,8698,3,0,3,0,1,Chill bitch we ain't in love,1,chill bitch we ain't in love
950,24736,3,0,0,3,2,"my girlfriend, I kid you not, eats bacon without dipping it into the tub of creamy butter I've laid out. I'm like ""what are you, a bird?""",0,"my girlfriend, i kid you not, eats bacon without dipping it into the tub of creamy butter i've laid out. i'm like ""what are you, a bird?"""
951,1910,6,0,6,0,1,&#8220;@popitfor_tyrick: Bitch said I lie too much bitch you ain't worth telling the truth too&#8221;&#8252;&#65039;&#8252;&#65039;&#8252;&#65039;,1,8220 bitch said i lie too much bitch you ain't worth telling the truth too8221825265039825265039825265039
952,8794,6,1,5,0,1,"Cuh, this is our SCRUM&#9994; #FallSevens #DisTONGA #NiniWubbsMe We're finna smash some bitches&#128170;&#128079; #Rugby http://t.co/6VufVaO2ek",1,"cuh, this is our scrum9994 fallsevens distonga niniwubbsme we're finna smash some bitches128170128079 rugby"
953,10715,3,2,1,0,0,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,1,i hate all these industry fags. i hope they all get the nigerian summer flu
954,12517,3,0,3,0,1,Karmas a bitch I guess you should of loved the old me.,1,karmas a bitch i guess you should of loved the old me.
955,24620,3,0,1,2,2,jig levitating for lousiville,0,jig levitating for lousiville
956,2912,3,2,1,0,0,@Chink_19 shut up chink.!!!,1,shut up chink.!!!
957,14145,3,0,1,2,2,People with trash cars LOVE to drive fast and reckless,0,people with trash cars love to drive fast and reckless
958,3862,3,0,3,0,1,@K_forKicKs likkadawgg turn up ya bitch...fw ya dawg man,1,likkadawgg turn up ya bitch...fw ya dawg man
959,15832,3,0,0,3,2,RT @Henry_3k: When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th&#8230;,0,rt when i was little i remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th8230
960,14872,3,1,2,0,1,"RT @Buckm00se: @Wildblood817 I seen what you look like ,not impressed.dont talk shit you dirt looking bitch",1,"rt i seen what you look like ,not impressed.dont talk shit you dirt looking bitch"
961,1410,3,0,3,0,1,&#8220;@LeggsMania: the next time I see this bitch I'm beating her ass. job or not.&#8221; lol,1,8220 the next time i see this bitch i'm beating her ass. job or not.8221 lol
962,21022,3,0,3,0,1,S/O to my Luu's. These are down bitches! Don't fuck with them.,1,so to my luu's. these are down bitches! don't fuck with them.
963,15765,3,0,3,0,1,"RT @HBCUfessions: ""Mannn these hoes for everybody"" other words don't love these hoes especially at - FAMU...",1,"rt ""mannn these hoes for everybody"" other words don't love these hoes especially at - famu..."
964,22981,3,0,3,0,1,We are back bitches! @vnpacheco21 @xoxoclaire_ @treyhunter_ @Medgmon @delaney_jade @sean_steezy @alexistiefa,1,we are back bitches!
965,19580,3,0,3,0,1,RT @iDntWearCondoms: If your friend is a hoe u a hoe too. Birds of a feather flock together,1,rt if your friend is a hoe u a hoe too. birds of a feather flock together
966,156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",1,""" ha well iguess i make them hoes loyal bro"" theyll never be loyal that y they hoes my nig"
967,11530,3,0,3,0,1,I'm bout to hop off this hoe they Tryna get on my ass,1,i'm bout to hop off this hoe they tryna get on my ass
968,22697,3,0,0,3,2,Tomorrow's agenda: bake brownies &amp; visit a couple open house.,0,tomorrow's agenda bake brownies amp visit a couple open house.
969,6741,3,2,1,0,0,"@leetreble_ quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy",1,"quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy"
970,7314,3,0,3,0,1,@tacalifornia my real lil bro even tho cuh a bitch lmao,1,my real lil bro even tho cuh a bitch lmao
971,22071,3,0,0,3,2,The redskins just begging to lose this game smh,0,the redskins just begging to lose this game smh
972,9999,6,0,0,6,2,He may be the President but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.,0,he may be the president but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.
973,22517,3,0,3,0,1,This hangover a bitch. &#57608;,1,this hangover a bitch. 57608
974,13950,3,0,3,0,1,On GC I l8v3 dis bitch http://t.co/DmxSOT02Qg,1,on gc i l8v3 dis bitch
975,19372,3,0,0,3,2,"RT @eidolon_ebooks: dreamt i was in a trash bag, btw.",0,"rt dreamt i was in a trash bag, btw."
976,11065,3,0,0,3,2,I need like 43 fuzzy blankets to sleep &#128525;&#128139;,0,i need like 43 fuzzy blankets to sleep 128525128139
977,12648,6,0,6,0,1,Lebron Warm up jacket full then a bitch,1,lebron warm up jacket full then a bitch
978,5162,3,0,3,0,1,@ToddKincannon @dywanwii @scotja2 He's been drinking too much of that shitty Canadian hoser beer! #eh,1,he's been drinking too much of that shitty canadian hoser beer! eh
979,7742,3,0,3,0,1,Ain't nobody up .. TL slick dead .. Other than the females bashing niccas early dis morning lol,1,ain't nobody up .. tl slick dead .. other than the females bashing niccas early dis morning lol
980,6571,3,0,0,3,2,@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :),0,its pretty easy actually. i'm just the cashier. right now i'm eating those animal crackers lolol
981,6677,3,0,3,0,1,@kincade00 @DaUnfuqwitable1 @Stoopid_lu103 @_PlayCrazy @Anthony_2Much @Jack2Time @GF_Dalifestyle nigga be safe hoe,1,nigga be safe hoe
982,725,3,0,1,2,2,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!,0,happycolumbusday !!!! if is wasn't for america.................karlmarx would never have thought of sharing colonialism with injuns !!!
983,19605,3,0,3,0,1,"RT @iKickBabies__: Girls favorite line &#128073; ""go talk to yo hoes"" &#128514;&#128514;&#9995;",1,"rt girls favorite line 128073 ""go talk to yo hoes"" 1285141285149995"
984,10431,3,0,0,3,2,I could go for a brownie right now,0,i could go for a brownie right now
985,19331,3,0,0,3,2,RT @downswinging: brendon urie must make other boys feel like trash,0,rt brendon urie must make other boys feel like trash
986,21483,9,1,8,0,1,Some hoes that tweet just make me mad lol,1,some hoes that tweet just make me mad lol
987,15513,3,0,1,2,2,"RT @Faaz71: #Taakstraf in herkenbaar hesje in je eigen buurt. Pleit er al jaren voor. Weet hoe bevreesd ik er ooit voor was, da'k er te wer&#8230;",0,"rt taakstraf in herkenbaar hesje in je eigen buurt. pleit er al jaren voor. weet hoe bevreesd ik er ooit voor was, da'k er te wer8230"
988,1940,3,0,3,0,1,&#8220;@snoleezey801: @uce_INA we single cuz only hoes are left.. All the good ones taken lmao&#8221;&lt;-ANY FEMALE ON THE TL THATS SINGLE..You a sno-bop&#128514;,1,8220 we single cuz only hoes are left.. all the good ones taken lmao8221lt-any female on the tl thats single..you a sno-bop128514
989,2250,3,1,0,2,2,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.,0,1-100000 you are a semi-evolved monkey that is desperately searching for validation and meaning in life. bbqd you'd be ok with mango salsa.
990,20768,3,0,0,3,2,"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",0,"rt even shorter charlie sheen ""your move, mel gibson."""
991,20309,3,0,0,3,2,"RT @prolongshop: #LED #Christmas #decor Lights 10m 33ft 100 LED #Fairy string #Light for Outdoor/Indoor, 

http://t.co/2ew0jjhB6n",0,"rt led christmas decor lights 10m 33ft 100 led fairy string light for outdoorindoor,"
992,853,3,0,0,3,2,#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http://t.co/l73hiK0IZ8,0,gouache inktober oldpainting mt tiki wahine surf monkey bright happysunday peace wishing8230
993,23700,3,0,2,1,1,You a hoe for not having deals on fried chicken @groupon,1,you a hoe for not having deals on fried chicken
994,2509,3,1,2,0,1,@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?,1,would this faggot survive in tj?
995,5004,3,0,1,2,2,"@TechN9ne why did they add your name all ghetto like that? Looks like they used label maker, lol!",0,"why did they add your name all ghetto like that? looks like they used label maker, lol!"
996,17582,3,2,0,1,0,RT @Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker,1,rt i don't care tho cracker
997,13192,3,0,3,0,1,Mom just called me a rude ass hoe #rude,1,mom just called me a rude ass hoe rude
998,10088,3,0,3,0,1,High thenna bitch that's y I'm tweeting,1,high thenna bitch that's y i'm tweeting
999,17345,3,0,0,3,2,"RT @ProBirdRights: dear Mr. Science: If human so ""better,"" how come they can't be bird? oh I'm sorry was that too LOGIC for you????",0,"rt dear mr. science if human so ""better,"" how come they can't be bird? oh i'm sorry was that too logic for you????"
1000,7890,3,1,2,0,1,Almost got in a fight with a southwest faggot at the carnival lol,1,almost got in a fight with a southwest faggot at the carnival lol
1001,13242,3,0,3,0,1,"Mufuckas been followin me on this bitch, tho.",1,"mufuckas been followin me on this bitch, tho."
1002,24907,3,0,0,3,2,segment finally did it. NEVER again watching #teabagger propaganda in the morning on #msnbc again. @bpshow on #currenttv for me #morningjoe,0,segment finally did it. never again watching teabagger propaganda in the morning on msnbc again. on currenttv for me morningjoe
1003,22384,6,0,1,5,2,This Charlie Murder game is pretty dope #Xbla,0,this charlie murder game is pretty dope xbla
1004,5144,3,0,1,2,2,"@Threehoez rip plate, brownies, large tea, fries, beans potato salad, poboy",0,"rip plate, brownies, large tea, fries, beans potato salad, poboy"
1005,23772,3,0,3,0,1,You cant tell these bitches nothing... they belong to the city,1,you cant tell these bitches nothing... they belong to the city
1006,22448,3,0,3,0,1,This bitch just said Lorde is rock... No,1,this bitch just said lorde is rock... no
1007,24155,3,0,3,0,1,bitches be half naked in their avi's talking about I don't send nudes,1,bitches be half naked in their avi's talking about i don't send nudes
1008,10040,3,0,3,0,1,Hell yeah that bitch gon' go ham,1,hell yeah that bitch gon' go ham
1009,3823,3,0,0,3,2,"@JunDishes elissa would call me trash, vile, etc.!",0,"elissa would call me trash, vile, etc.!"
1010,7606,3,0,2,1,1,@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left,1,bro once i'm there next year i'll make you look like straight trash so enjoy it the little time you have left
1011,8087,3,0,1,2,2,Aye a nicca is tired tho!,0,aye a nicca is tired tho!
1012,12818,3,0,3,0,1,Lmao trifling ass bitch!,1,lmao trifling ass bitch!
1013,16546,3,0,3,0,1,"RT @LesaMonroe: Fellas, guess what.. We don't like to be asked why were looking mean. It's called ""Resting bitch face."" WE JUST LOOK THIS W&#8230;",1,"rt fellas, guess what.. we don't like to be asked why were looking mean. it's called ""resting bitch face."" we just look this w8230"
1014,9310,3,2,1,0,0,Fat ass hoe holding up the machine,1,fat ass hoe holding up the machine
1015,19392,3,0,0,3,2,RT @eph4_15: Allen West &amp; The Slippery slope of Obama's constitutional contempt http://t.co/ropPmOtnbD #PJNET #CCOT,0,rt allen west amp the slippery slope of obama's constitutional contempt pjnet ccot
1016,24697,3,1,2,0,1,lost a couple online matches in nhl14. bitch hit me with her car. dad ate my pizza. just one of those days,1,lost a couple online matches in nhl14. bitch hit me with her car. dad ate my pizza. just one of those days
1017,238,3,0,3,0,1,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",1,""" my cousin said he share hoes with his brothers. he said sharing is caring and he love his brothers 128514"""
1018,24307,3,0,1,2,2,f u tumblr bc my blog is black &amp; white but there's so many great colored things I could reblog fml,0,f u tumblr bc my blog is black amp white but there's so many great colored things i could reblog fml
1019,16245,3,0,0,3,2,RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;,0,rt to help eliminate faking injury amp diving - post game video review of dives amp give divers yellow cards after game. wor8230
1020,8265,3,1,2,0,1,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up,1,bitch and who the fuck r u am speak when the fuck i feel like it and stop a pussy ass nigga and box the fuck up
